league,season,md,source,player_key,player_id,player,team,position,jersey,birth_year,u21_born_from,apps,minutes,starts,sub_in,sub_out,goals,own_goals,assists,penalties,yellows,reds_direct,reds_second_yellow,report_minutes,team_points,team_matches
UPL,2026/27,1,xlsx,name:BUKENYA HAMZA,,Hamza Bukenya,NTUGASAZE,Defender,40,,2005-01-01,1,17,0,1,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:MUKISA SIMON,,Simon Mukisa,NTUGASAZE,Defender,39,,2005-01-01,2,180,2,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,010972M05,010972M05,Abudshakur Ramsey Jemba,POLICE,Midfield,38,2005.0,2005-01-01,2,40,0,2,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:HENRY KAYEMBA,,Henry Kayemba,POLICE,Midfield,44,,2005-01-01,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:KAGULIRE PATRICK,,Patrick Kagulire,POLICE,Defender,40,,2005-01-01,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:OLELE SIMON,,Simon Olele,POLICE,Goalkeeper,36,,2005-01-01,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,022529M05,022529M05,Stephen Namaisi,POLICE,Defender,41,2005.0,2005-01-01,2,173,2,0,1,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:ARODE AYESIGA,,Arode Ayesiga,UPDF,Forward,37,,2005-01-01,1,53,0,1,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:INEAH JOEL,,Joel Ineah,UPDF,Forward,40,,2005-01-01,1,79,0,1,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:JOEL KIGENYI,,Joel Kigenyi,UPDF,,42,,2005-01-01,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:ABDU MAGADA,,Abdu Magada,URA,,29,,2005-01-01,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,063477M06,063477M06,Elvis Ssekajjugo,URA,,14,2006.0,2005-01-01,1,8,0,1,1,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:EMANUEL OULA,,Emanuel Oula,URA,,55,,2005-01-01,1,26,1,0,1,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,043871M06,043871M06,Godfrey Sekibengo,URA,,30,2006.0,2005-01-01,2,134,1,1,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,043298M06,043298M06,John Innocent Kisolo,URA,,26,2006.0,2005-01-01,1,64,0,1,0,0,0.0,0.0,0.0,1,0,0,,,
UPL,2026/27,1,xlsx,name:KAYIWA MARTIN PARCEL,,Martin Parcel Kayiwa,URA,,62,,2005-01-01,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,042882M08,042882M08,John Asiimwe,VILLA,Midfield,40,2008.0,2005-01-01,2,42,0,2,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:JONATHAN SAUSA,,Jonathan Sausa,VILLA,,77,,2005-01-01,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:MABIOR MAMER MARTIN,,Martin Mamer Mabior,VILLA,,52,,2005-01-01,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:GILBERT JIMMY OGENRWOT,,Ogenrwot Jimmy Gilbert,VILLA,Midfield,38,,2005-01-01,1,5,0,1,0,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,039141M07,039141M07,Raymon Barasa Mangoli,VILLA,Defender,37,2007.0,2005-01-01,2,122,1,1,0,0,0.0,0.0,0.0,1,0,0,,,
UPL,2026/27,1,xlsx,name:MUGISHA STEVEN,,Steven Mugisha,VILLA,Midfield,39,,2005-01-01,2,148,2,0,2,0,0.0,0.0,0.0,0,0,0,,,
UPL,2026/27,1,xlsx,name:KIYAGA SSENDI TONNY,,Tonny Ssendi Kiyaga,VILLA,Defender,41,,2005-01-01,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,
